estate,debts,husband,wife,father,mother,sons,daughters,sisters_m,grandfather,grandmother,grandsons,granddaughters,share_husband,share_wife,share_mother,share_sons,share_fathers,share_grandsons,share_brother_ms,row_sum_shares
52616,6633,1,0,0,1,1,3,1,1,1,1,1,11495.75,5747.875,7663.833333333333,10537.770833333332,10537.770833333332,2940.0138888888887,3428.0277777777774,52351.04166666667
192230,29550,1,0,0,0,1,3,3,0,0,1,0,40670.0,20335.0,27113.33333333333,37280.83333333333,37280.83333333333,2940.0138888888887,3428.0277777777774,169048.04166666666
153962,34540,0,0,0,0,1,1,0,0,1,2,2,29855.5,14927.75,19903.666666666664,27367.541666666664,27367.541666666664,2940.0138888888887,3428.0277777777774,125790.04166666667
55341,9832,0,1,0,1,1,2,3,0,1,2,1,11377.25,5688.625,7584.833333333333,10429.145833333332,10429.145833333332,2940.0138888888887,3428.0277777777774,51877.04166666667
127781,28730,1,0,0,0,1,0,3,1,1,0,1,24762.75,12381.375,16508.5,22699.1875,22699.1875,2940.0138888888887,3428.0277777777774,105419.04166666667
86681,24414,0,1,0,1,1,0,0,1,1,1,2,15566.75,7783.375,10377.833333333332,14269.520833333332,14269.520833333332,2940.0138888888887,3428.0277777777774,68635.04166666666
176316,25572,1,0,0,0,1,1,0,1,0,2,1,37686.0,18843.0,25124.0,34545.5,34545.5,2940.0138888888887,3428.0277777777774,157112.04166666666
51796,10430,0,1,0,0,1,2,2,1,1,2,2,10341.5,5170.75,6894.333333333333,9479.708333333332,9479.708333333332,2940.0138888888887,3428.0277777777774,47734.04166666667
172928,47151,1,0,0,0,1,4,1,1,1,1,0,31444.25,15722.125,20962.83333333333,28823.89583333333,28823.89583333333,2940.0138888888887,3428.0277777777774,132145.04166666666
160219,14631,1,0,0,0,1,2,3,1,1,2,2,36397.0,18198.5,24264.666666666664,33363.916666666664,33363.916666666664,2940.0138888888887,3428.0277777777774,151956.04166666663
178101,25148,1,0,0,0,1,2,2,0,0,1,1,38238.25,19119.125,25492.166666666664,35051.729166666664,35051.729166666664,2940.0138888888887,3428.0277777777774,159321.04166666663
90012,18134,0,0,0,0,1,3,0,1,0,1,1,17969.5,8984.75,11979.666666666666,16472.041666666664,16472.041666666664,2940.0138888888887,3428.0277777777774,78246.04166666667
136478,35319,0,1,0,0,1,0,0,1,1,1,1,25289.75,12644.875,16859.833333333332,23182.27083333333,23182.27083333333,2940.0138888888887,3428.0277777777774,107527.04166666666
199209,22438,0,1,0,1,1,4,0,0,0,2,2,44192.75,22096.375,29461.83333333333,40510.02083333333,40510.02083333333,2940.0138888888887,3428.0277777777774,183139.04166666666
137163,35102,0,1,0,1,1,2,1,1,1,0,1,25515.25,12757.625,17010.166666666664,23388.979166666664,23388.979166666664,2940.0138888888887,3428.0277777777774,108429.04166666667
146570,28676,1,0,0,1,1,2,3,1,1,0,0,29473.5,14736.75,19649.0,27017.375,27017.375,2940.0138888888887,3428.0277777777774,124262.04166666667
199661,14985,0,1,0,0,1,4,0,1,0,1,0,46169.0,23084.5,30779.33333333333,42321.58333333333,42321.58333333333,2940.0138888888887,3428.0277777777774,191044.04166666666
192557,48231,0,1,0,0,1,2,2,1,1,0,0,36081.5,18040.75,24054.33333333333,33074.70833333333,33074.70833333333,2940.0138888888887,3428.0277777777774,150694.04166666666
171396,8764,0,1,0,0,1,0,0,1,0,2,2,40658.0,20329.0,27105.33333333333,37269.83333333333,37269.83333333333,2940.0138888888887,3428.0277777777774,169000.04166666666
167333,15077,1,0,0,1,1,3,3,0,1,1,0,38064.0,19032.0,25376.0,34892.0,34892.0,2940.0138888888887,3428.0277777777774,158624.04166666666
168582,38843,1,0,0,1,1,4,3,1,0,2,1,32434.75,16217.375,21623.166666666664,29731.854166666664,29731.854166666664,2940.0138888888887,3428.0277777777774,136107.04166666663
136749,26649,0,0,0,1,1,2,1,0,0,2,1,27525.0,13762.5,18350.0,25231.25,25231.25,2940.0138888888887,3428.0277777777774,116468.04166666667
129713,25406,0,1,0,0,1,0,3,0,1,2,2,26076.75,13038.375,17384.5,23903.6875,23903.6875,2940.0138888888887,3428.0277777777774,110675.04166666667
67893,16614,1,0,0,0,1,4,3,0,1,2,2,12819.75,6409.875,8546.5,11751.4375,11751.4375,2940.0138888888887,3428.0277777777774,57647.04166666667
175013,40929,0,1,0,1,1,2,2,1,1,2,0,33521.0,16760.5,22347.33333333333,30727.58333333333,30727.58333333333,2940.0138888888887,3428.0277777777774,140452.04166666666
158110,8121,0,1,0,0,1,4,2,0,0,0,2,37497.25,18748.625,24998.166666666664,34372.479166666664,34372.479166666664,2940.0138888888887,3428.0277777777774,156357.04166666663
159410,35443,1,0,0,1,1,3,0,0,0,1,2,30991.75,15495.875,20661.166666666664,28409.104166666664,28409.104166666664,2940.0138888888887,3428.0277777777774,130335.04166666664
109793,12135,1,0,0,0,1,3,0,1,1,2,0,24414.5,12207.25,16276.333333333332,22379.95833333333,22379.95833333333,2940.0138888888887,3428.0277777777774,104026.04166666666
60724,10123,0,1,1,1,1,1,0,0,0,0,2,12650.25,6325.125,8433.5,11596.0625,11596.0625,2940.0138888888887,3428.0277777777774,56969.04166666667
143847,26829,1,0,0,1,1,0,0,1,0,0,1,29254.5,14627.25,19503.0,26816.625,26816.625,2940.0138888888887,3428.0277777777774,123386.04166666667
73750,11035,0,1,0,1,1,2,3,1,1,1,0,15678.75,7839.375,10452.5,14372.1875,14372.1875,2940.0138888888887,3428.0277777777774,69083.04166666667
195602,25679,0,1,0,1,0,0,2,0,0,1,2,84961.5,42480.75,28320.5,23366.749999999996,4720.083333333333,4720.083333333333,4720.083333333333,193289.75000000003
111495,7264,0,0,0,0,1,1,3,0,0,1,0,26057.75,13028.875,17371.833333333332,23886.27083333333,23886.27083333333,2940.0138888888887,3428.0277777777774,110599.04166666666
150164,14314,0,1,0,1,1,4,1,1,0,2,0,33962.5,16981.25,22641.666666666664,31132.291666666664,31132.291666666664,2940.0138888888887,3428.0277777777774,142218.04166666663
142590,28001,1,0,0,1,1,4,1,0,1,1,0,28647.25,14323.625,19098.166666666664,26259.979166666664,26259.979166666664,2940.0138888888887,3428.0277777777774,120957.04166666667
130094,18166,0,1,0,1,1,4,0,0,1,2,0,27982.0,13991.0,18654.666666666664,25650.166666666664,25650.166666666664,2940.0138888888887,3428.0277777777774,118296.04166666667
190912,49866,1,0,0,0,1,4,1,0,1,1,1,35261.5,17630.75,23507.666666666664,32323.041666666664,32323.041666666664,2940.0138888888887,3428.0277777777774,147414.04166666663
58670,11723,1,0,0,1,1,3,3,1,0,1,1,11736.75,5868.375,7824.5,10758.6875,10758.6875,2940.0138888888887,3428.0277777777774,53315.04166666667
106471,12569,1,0,0,0,1,0,0,0,1,1,0,23475.5,11737.75,15650.333333333332,21519.20833333333,21519.20833333333,2940.0138888888887,3428.0277777777774,100270.04166666666
167958,45281,0,1,0,0,1,1,1,0,1,2,1,30669.25,15334.625,20446.166666666664,28113.479166666664,28113.479166666664,2940.0138888888887,3428.0277777777774,129045.04166666664
111957,19418,1,0,0,1,1,0,0,0,0,0,0,23134.75,11567.375,15423.166666666666,21206.854166666664,21206.854166666664,2940.0138888888887,3428.0277777777774,98907.04166666667
77892,10044,0,0,0,1,1,4,2,0,1,2,1,16962.0,8481.0,11308.0,15548.5,15548.5,2940.0138888888887,3428.0277777777774,74216.04166666667
149717,38867,0,1,0,0,1,2,3,0,1,2,2,27712.5,13856.25,18475.0,25403.125,25403.125,2940.0138888888887,3428.0277777777774,117218.04166666667
136004,18057,0,1,0,1,1,3,3,1,0,2,1,29486.75,14743.375,19657.83333333333,27029.52083333333,27029.52083333333,2940.0138888888887,3428.0277777777774,124315.04166666666
199957,40086,0,1,0,0,1,3,0,0,0,2,0,39967.75,19983.875,26645.166666666664,36637.10416666666,36637.10416666666,2940.0138888888887,3428.0277777777774,166239.04166666663
190087,51372,0,1,0,0,1,3,0,0,1,1,0,34678.75,17339.375,23119.166666666664,31788.854166666664,31788.854166666664,2940.0138888888887,3428.0277777777774,145083.04166666663
160115,18135,0,0,0,1,1,1,0,1,1,2,1,35495.0,17747.5,23663.33333333333,32537.08333333333,32537.08333333333,2940.0138888888887,3428.0277777777774,148348.04166666666
72027,8346,1,0,0,1,1,1,2,0,0,2,2,15920.25,7960.125,10613.5,14593.5625,14593.5625,2940.0138888888887,3428.0277777777774,70049.04166666667
173531,25044,0,0,0,0,1,0,0,1,1,1,2,37121.75,18560.875,24747.83333333333,34028.27083333333,34028.27083333333,2940.0138888888887,3428.0277777777774,154855.04166666666
61005,16769,0,1,0,1,0,0,2,1,0,0,2,22118.0,11059.0,7372.666666666666,23366.749999999996,1843.1666666666663,2940.0138888888887,1843.1666666666663,70542.76388888889
164370,23338,1,0,0,1,1,2,2,0,1,2,0,35258.0,17629.0,23505.33333333333,32319.83333333333,32319.83333333333,2940.0138888888887,3428.0277777777774,147400.04166666666
177132,41554,0,1,0,1,1,1,0,0,1,0,2,33894.5,16947.25,22596.33333333333,31069.95833333333,31069.95833333333,2940.0138888888887,3428.0277777777774,141946.04166666666
147445,18012,0,0,0,0,1,0,2,1,1,0,2,32358.25,16179.125,21572.166666666664,29661.729166666664,29661.729166666664,2940.0138888888887,3428.0277777777774,135801.04166666663
139626,39813,1,0,0,1,1,2,0,0,0,0,2,24953.25,12476.625,16635.5,22873.8125,22873.8125,2940.0138888888887,3428.0277777777774,106181.04166666667
123530,35256,0,1,0,1,1,2,1,0,0,1,1,22068.5,11034.25,14712.333333333332,20229.45833333333,20229.45833333333,2940.0138888888887,3428.0277777777774,94642.04166666666
96883,19738,1,0,0,0,1,2,1,1,0,1,1,19286.25,9643.125,12857.5,17679.0625,17679.0625,2940.0138888888887,3428.0277777777774,83513.04166666667
188380,36110,1,0,0,1,1,2,2,1,0,2,2,38067.5,19033.75,25378.33333333333,34895.20833333333,34895.20833333333,2940.0138888888887,3428.0277777777774,158638.04166666666
170319,43744,0,1,0,1,1,3,2,0,0,1,0,31643.75,15821.875,21095.83333333333,29006.77083333333,29006.77083333333,2940.0138888888887,3428.0277777777774,132943.04166666666
84241,9673,0,0,0,0,1,3,1,1,1,0,1,18642.0,9321.0,12428.0,17088.5,17088.5,2940.0138888888887,3428.0277777777774,80936.04166666667
89426,9190,0,0,0,1,1,2,2,1,0,0,2,20059.0,10029.5,13372.666666666666,18387.416666666664,18387.416666666664,2940.0138888888887,3428.0277777777774,86604.04166666667
131801,11398,0,0,0,0,1,4,0,0,1,1,2,30100.75,15050.375,20067.166666666664,27592.354166666664,27592.354166666664,2940.0138888888887,3428.0277777777774,126771.04166666667
111524,7613,0,1,0,0,1,3,2,0,1,2,0,25977.75,12988.875,17318.5,23812.9375,23812.9375,2940.0138888888887,3428.0277777777774,110279.04166666667
68674,13873,0,1,0,0,1,0,2,1,0,1,0,13700.25,6850.125,9133.5,12558.5625,12558.5625,2940.0138888888887,3428.0277777777774,61169.04166666667
197024,31552,0,1,0,0,1,2,2,0,1,0,0,41368.0,20684.0,27578.666666666664,37920.66666666666,37920.66666666666,2940.0138888888887,3428.0277777777774,171840.04166666663
105970,19266,0,0,0,0,1,2,3,1,1,2,2,21676.0,10838.0,14450.666666666666,19869.666666666664,19869.666666666664,2940.0138888888887,3428.0277777777774,93072.04166666667
163634,14988,0,1,0,1,1,1,0,0,1,1,2,37161.5,18580.75,24774.33333333333,34064.70833333333,34064.70833333333,2940.0138888888887,3428.0277777777774,155014.04166666666
190832,35324,0,0,0,0,1,0,1,1,1,2,0,38877.0,19438.5,25918.0,35637.25,35637.25,2940.0138888888887,3428.0277777777774,161876.04166666666
103729,21829,0,1,0,1,1,1,0,0,1,0,0,20475.0,10237.5,13650.0,18768.75,18768.75,2940.0138888888887,3428.0277777777774,88268.04166666667
58556,4564,1,0,0,0,1,1,3,1,0,2,2,13498.0,6749.0,8998.666666666666,12373.166666666666,12373.166666666666,2940.0138888888887,3428.0277777777774,60360.04166666666
179702,27412,0,1,0,0,1,2,2,1,1,0,2,38072.5,19036.25,25381.666666666664,34899.791666666664,34899.791666666664,2940.0138888888887,3428.0277777777774,158658.04166666663
73160,4125,0,1,0,1,1,3,0,0,1,2,1,17258.75,8629.375,11505.833333333332,15820.520833333332,15820.520833333332,2940.0138888888887,3428.0277777777774,75403.04166666666
110708,30324,1,0,0,0,1,2,2,1,1,2,0,20096.0,10048.0,13397.333333333332,18421.33333333333,18421.33333333333,2940.0138888888887,3428.0277777777774,86752.04166666666
137195,19829,1,0,0,0,1,3,1,0,1,0,0,29341.5,14670.75,19561.0,26896.375,26896.375,2940.0138888888887,3428.0277777777774,123734.04166666667
107841,23381,0,1,0,0,1,2,2,0,1,0,0,21115.0,10557.5,14076.666666666666,19355.416666666664,19355.416666666664,2940.0138888888887,3428.0277777777774,90828.04166666667
52069,15464,0,1,0,1,1,0,3,0,1,1,1,9151.25,4575.625,6100.833333333333,8388.645833333332,8388.645833333332,2940.0138888888887,3428.0277777777774,42973.04166666667
177110,46602,1,0,0,1,1,2,3,1,0,2,2,32627.0,16313.5,21751.33333333333,29908.08333333333,29908.08333333333,2940.0138888888887,3428.0277777777774,136876.04166666666
148699,19917,1,0,0,0,1,4,1,1,0,1,1,32195.5,16097.75,21463.666666666664,29512.541666666664,29512.541666666664,2940.0138888888887,3428.0277777777774,135150.04166666663
58137,9056,0,1,0,1,1,0,1,1,1,0,0,12270.25,6135.125,8180.166666666666,11247.729166666666,11247.729166666666,2940.0138888888887,3428.0277777777774,55449.04166666666
68565,14018,0,0,0,1,1,2,0,0,0,2,2,13636.75,6818.375,9091.166666666666,12500.354166666666,12500.354166666666,2940.0138888888887,3428.0277777777774,60915.04166666666
111745,16129,0,1,0,0,1,1,2,1,0,2,0,23904.0,11952.0,15936.0,21912.0,21912.0,2940.0138888888887,3428.0277777777774,101984.04166666667
185896,51750,0,1,0,0,1,4,3,1,0,2,1,33536.5,16768.25,22357.666666666664,30741.791666666664,30741.791666666664,2940.0138888888887,3428.0277777777774,140514.04166666663
75167,5596,0,1,0,0,1,4,3,1,1,1,2,17392.75,8696.375,11595.166666666666,15943.354166666666,15943.354166666666,2940.0138888888887,3428.0277777777774,75939.04166666667
158073,8951,1,0,0,1,1,0,0,0,1,0,1,37280.5,18640.25,24853.666666666664,34173.791666666664,34173.791666666664,2940.0138888888887,3428.0277777777774,155490.04166666663
197740,12109,0,1,0,0,1,2,2,0,0,0,2,46407.75,23203.875,30938.5,42540.4375,42540.4375,2940.0138888888887,3428.0277777777774,191999.04166666666
115648,30960,0,0,0,1,1,4,3,1,1,0,1,21172.0,10586.0,14114.666666666666,19407.666666666664,19407.666666666664,2940.0138888888887,3428.0277777777774,91056.04166666667
54735,10559,1,0,0,0,1,3,2,1,1,0,0,11044.0,5522.0,7362.666666666666,10123.666666666666,10123.666666666666,2940.0138888888887,3428.0277777777774,50544.04166666666
101547,7019,0,0,0,0,1,0,1,0,0,1,0,23632.0,11816.0,15754.666666666666,21662.666666666664,21662.666666666664,2940.0138888888887,3428.0277777777774,100896.04166666667
108487,24753,1,0,0,1,1,1,2,1,0,2,0,20933.5,10466.75,13955.666666666666,19189.041666666664,19189.041666666664,2940.0138888888887,3428.0277777777774,90102.04166666667
137054,34373,0,1,0,0,1,4,3,0,0,1,0,25670.25,12835.125,17113.5,23531.0625,23531.0625,2940.0138888888887,3428.0277777777774,109049.04166666667
196486,21848,1,0,0,1,1,2,3,1,0,0,2,43659.5,21829.75,29106.33333333333,40021.20833333333,40021.20833333333,2940.0138888888887,3428.0277777777774,181006.04166666666
136737,38978,0,0,0,0,1,0,0,1,1,0,0,24439.75,12219.875,16293.166666666666,22403.104166666664,22403.104166666664,2940.0138888888887,3428.0277777777774,104127.04166666667
112191,30559,0,1,0,1,1,3,1,1,0,2,0,20408.0,10204.0,13605.333333333332,18707.33333333333,18707.33333333333,2940.0138888888887,3428.0277777777774,88000.04166666666
70880,16285,0,0,0,1,1,4,3,1,0,0,2,13648.75,6824.375,9099.166666666666,12511.354166666666,12511.354166666666,2940.0138888888887,3428.0277777777774,60963.04166666666
70848,18638,0,0,0,0,1,2,0,1,1,2,0,13052.5,6526.25,8701.666666666666,11964.791666666666,11964.791666666666,2940.0138888888887,3428.0277777777774,58578.04166666666
191386,24493,1,0,0,0,1,4,3,1,0,0,2,41723.25,20861.625,27815.5,38246.3125,38246.3125,2940.0138888888887,3428.0277777777774,173261.04166666666
153906,42931,0,0,0,1,1,3,1,1,1,1,0,27743.75,13871.875,18495.83333333333,25431.77083333333,25431.77083333333,2940.0138888888887,3428.0277777777774,117343.04166666666
119985,25255,0,1,0,1,1,0,3,1,0,2,0,23682.5,11841.25,15788.333333333332,21708.95833333333,21708.95833333333,2940.0138888888887,3428.0277777777774,101098.04166666666
145791,24072,1,0,0,1,1,3,0,0,0,1,2,30429.75,15214.875,20286.5,27893.9375,27893.9375,2940.0138888888887,3428.0277777777774,128087.04166666667
186950,39003,0,0,0,0,1,0,1,1,1,0,2,36986.75,18493.375,24657.83333333333,33904.52083333333,33904.52083333333,2940.0138888888887,3428.0277777777774,154315.04166666666
54698,11983,0,1,0,1,1,3,0,1,0,2,2,10678.75,5339.375,7119.166666666666,9788.854166666666,9788.854166666666,2940.0138888888887,3428.0277777777774,49083.04166666666
79619,5317,0,1,0,1,1,3,1,1,0,1,0,18575.5,9287.75,12383.666666666666,17027.541666666664,17027.541666666664,2940.0138888888887,3428.0277777777774,80670.04166666667
180655,10812,0,0,0,1,1,4,3,0,0,2,2,42460.75,21230.375,28307.166666666664,38922.35416666666,38922.35416666666,2940.0138888888887,3428.0277777777774,176211.04166666663
135632,24358,0,1,0,1,1,2,3,0,1,1,0,27818.5,13909.25,18545.666666666664,25500.291666666664,25500.291666666664,2940.0138888888887,3428.0277777777774,117642.04166666667
163133,23653,1,0,0,0,1,3,1,1,0,2,1,34870.0,17435.0,23246.666666666664,31964.166666666664,31964.166666666664,2940.0138888888887,3428.0277777777774,145848.04166666663
151065,35661,1,0,0,0,1,3,2,0,0,1,1,28851.0,14425.5,19234.0,26446.75,26446.75,2940.0138888888887,3428.0277777777774,121772.04166666667
173180,29932,1,0,1,0,1,2,0,0,1,1,2,35812.0,17906.0,23874.666666666664,32827.666666666664,32827.666666666664,2940.0138888888887,3428.0277777777774,149616.04166666663
72282,18359,1,0,0,0,1,3,3,0,1,1,0,13480.75,6740.375,8987.166666666666,12357.354166666666,12357.354166666666,2940.0138888888887,3428.0277777777774,60291.04166666666
184495,33946,1,0,0,0,1,0,1,1,0,2,2,37637.25,18818.625,25091.5,34500.8125,34500.8125,2940.0138888888887,3428.0277777777774,156917.04166666666
101065,26591,0,1,0,0,1,1,0,0,0,2,2,18618.5,9309.25,12412.333333333332,17066.958333333332,17066.958333333332,2940.0138888888887,3428.0277777777774,80842.04166666666
60575,17887,1,0,0,0,1,4,0,1,0,2,0,10672.0,5336.0,7114.666666666666,9782.666666666666,9782.666666666666,2940.0138888888887,3428.0277777777774,49056.04166666666
52566,6341,0,0,0,1,1,0,0,0,0,2,1,11556.25,5778.125,7704.166666666666,10593.229166666666,10593.229166666666,2940.0138888888887,3428.0277777777774,52593.04166666666
53251,4624,0,0,0,1,0,0,1,1,0,0,1,24313.5,12156.75,8104.5,23366.749999999996,2026.125,2940.0138888888887,2026.125,74933.76388888889
172693,45192,0,1,1,1,1,3,0,0,1,0,1,31875.25,15937.625,21250.166666666664,29218.979166666664,29218.979166666664,2940.0138888888887,3428.0277777777774,133869.04166666663
112577,17597,0,1,0,0,1,0,0,1,0,1,1,23745.0,11872.5,15830.0,21766.25,21766.25,2940.0138888888887,3428.0277777777774,101348.04166666667
75107,13862,0,0,1,1,1,2,0,0,0,1,0,15311.25,7655.625,10207.5,14035.3125,14035.3125,2940.0138888888887,3428.0277777777774,67613.04166666667
63929,4135,1,0,0,0,0,0,3,0,0,0,2,29897.0,14948.5,9965.666666666666,23366.749999999996,2491.4166666666665,2940.0138888888887,2491.4166666666665,86100.76388888889
106646,25916,0,0,0,1,1,4,2,0,1,2,1,20182.5,10091.25,13455.0,18500.625,18500.625,2940.0138888888887,3428.0277777777774,87098.04166666667
197570,37211,1,0,0,0,1,1,0,0,1,1,1,40089.75,20044.875,26726.5,36748.9375,36748.9375,2940.0138888888887,3428.0277777777774,166727.04166666666
81979,6035,0,1,0,0,1,2,0,1,1,0,0,18986.0,9493.0,12657.333333333332,17403.833333333332,17403.833333333332,2940.0138888888887,3428.0277777777774,82312.04166666666
71459,4802,0,0,0,0,1,1,0,0,1,1,1,16664.25,8332.125,11109.5,15275.5625,15275.5625,2940.0138888888887,3428.0277777777774,73025.04166666667
183176,33746,1,0,0,1,1,1,1,0,0,0,2,37357.5,18678.75,24905.0,34244.375,34244.375,2940.0138888888887,3428.0277777777774,155798.04166666666
89809,25436,1,0,0,1,1,0,1,0,1,2,0,16093.25,8046.625,10728.833333333332,14752.145833333332,14752.145833333332,2940.0138888888887,3428.0277777777774,70741.04166666666
144018,40967,1,0,0,1,0,0,1,0,0,1,1,51525.5,25762.75,17175.166666666664,23366.749999999996,2862.527777777778,2862.527777777778,2862.527777777778,126417.75
122985,30437,1,0,0,0,1,1,3,0,0,1,2,23137.0,11568.5,15424.666666666666,21208.916666666664,21208.916666666664,2940.0138888888887,3428.0277777777774,98916.04166666667
183104,10091,1,0,0,1,1,2,3,0,1,1,2,43253.25,21626.625,28835.5,39648.8125,39648.8125,2940.0138888888887,3428.0277777777774,179381.04166666666
